Term	fdr	es	nes	gene %	lead_genes
transcription, DNA-templated (GO:0006351)	1.0	-0.12976502046623306	-0.5953571372367625	29.99%	SMN1;YBX2;TAF4B;KLF13;NFE2L3;POLR3G;TRIM24;CDK7;GTF2H2;SLC25A33;CTDP1;PMF1;NOCT;TAF5;POLRMT;TAF4;TAF9;GTF2E1;DEAF1;MED16;PARP1;ZNF141;NELFA
regulation of cellular component biogenesis (GO:0044087)	1.0	-0.1949781395182331	-0.5965100084998658	21.97%	APOE;TJP1;FAM110C;NOTCH1
regulation of mitotic spindle assembly (GO:1901673)	1.0	-0.2753134942915965	-0.5967877237223917	72.51%	CHMP4C;CCSAP;CHMP2A;TPR;CHMP5
nuclear-transcribed mRNA catabolic process (GO:0000956)	1.0	-0.13690159386147682	-0.5981070022870634	80.22%	RPL17;RPS9;CNOT3;RPS3A;RPS10;PARN;RPL36A;RPL7;RPS27;EXOSC6;CNOT11;DCP2;RPSA;CNOT1;RPL38;RPL21;RPS2;RPS15;RPL9;CNOT7;PAN3;DIS3L2;CASC3;AGO1;EIF3E;SMG5;RNPS1;POLR2D;PAN2;NCBP2;SMG6;RPS5;RPL15;RPS13;RBM8A;RPL37;XRN1;RPS6;MAGOHB;RPL13;RPLP1;RPL10;RPL34;RPL28;RPS3;PELO;RPL32;RPL27A;SAMD4A;RPS19;CTIF;UBA52
regulation of mitochondrial membrane potential (GO:0051881)	1.0	-0.21301032615268706	-0.6013443643795693	29.17%	SLC4A11;STOX1;PMAIP1;SLC25A33;RNF122
regulation of amyloid-beta clearance (GO:1900221)	1.0	-0.25044404655340746	-0.6016258629853951	29.45%	APOE;HMGCR;CYP51A1
ribonucleoprotein complex assembly (GO:0022618)	1.0	-0.14121417797888386	-0.6016479954939132	86.01%	SMN1;LUC7L2;PWP2;PPAN;RPS27;RPSA;RPL38;RPS15;EIF4H;EIF4B;DDX20;MDN1;SNRPG;PTGES3;CLNS1A;EIF2S3;CPSF6;CELF1;SRSF1;NUDT21;LSM4;SART3;GEMIN5;POLR2D;RPS5;GEMIN7;SNRPD3;PRPF18;EIF5;EIF2D;SNUPN;ISY1;EIF6;SRSF10;RPL10;MRPS11;SNRPD2;SCAF11;CELF2;RPS19;MCTS1;RPS27L;RPS14;NOL3
regulation of microtubule-based process (GO:0032886)	1.0	-0.21182445975240957	-0.6019021242472138	67.30%	CAMSAP3;TRIM36;ERBB2;MARK2;CLASP2;PHLDB1;BICD1;APC;MACF1;ATF5
base-excision repair, gap-filling (GO:0006287)	1.0	-0.19895946863775488	-0.6074248495653211	40.91%	UNG;PARP1;RFC3;LIG3;RFC4;APEX1;PARG;NTHL1
phosphatidylethanolamine metabolic process (GO:0046337)	1.0	-0.2161888032196948	-0.6080807152307184	26.18%	PLA2G3;CHKA;NAPEPLD
regulation of cell cycle G2/M phase transition (GO:1902749)	1.0	-0.16147880625349106	-0.6094052462173077	5.44%	CSNK1E;TUBB4A
DNA catabolic process, endonucleolytic (GO:0000737)	1.0	-0.2501404231417338	-0.6098559185864296	75.04%	CECR2;CASP3;HMGB1;DNASE2;KPNA1;DNASE1L1;EXOG
entrainment of circadian clock by photoperiod (GO:0043153)	1.0	-0.19835020622422198	-0.6106744414172994	80.24%	SIK1;USP2;PPP1CC;MTA1;PER1;RBM4;CRY1;FBXL12;FBXL3;PML;PER3;ID2;FBXL17;BHLHE40
positive regulation of CREB transcription factor activity (GO:0032793)	0.9993403537812103	-0.24088125041944236	-0.6155205625802658	14.30%	ADCY1;ADCY8
cellular response to nerve growth factor stimulus (GO:1990090)	0.999769792283222	-0.23777438382941574	-0.6160720788922316	13.61%	SH3GL2;TMEM108
establishment of protein localization to organelle (GO:0072594)	0.9999712617328758	-0.16596994648958438	-0.6169125875870322	56.45%	NUP62CL;SYK;IPO11;CSE1L;NUP153;TNPO3;E2F3;NUP155;NUP133;FAM53B;NUP107;NUP50;HK2;HK1;IPO7;NXT2;HEATR3;STAT3;APPL2;NUP214;IPO9;RPAIN;LRSAM1
nucleocytoplasmic transport (GO:0006913)	1.0	-0.1796383676324279	-0.616962356250102	62.38%	SMN1;RGS14;HNRNPA1;NUP205;NPM1;DDX20;SNRPG;XPO1;NXT2;GEMIN5;NCBP2;MALT1;GEMIN7;SNRPD3;PHAX;NEMF;SNUPN
peptide biosynthetic process (GO:0043043)	1.0	-0.14316835613408796	-0.618930189895878	30.14%	EEF1A2;RPL17;RPS9;GGT1;RPS3A;RPS10;MRPL23;IGF2BP3;RPL36A;RPL7;RPS27;RPSA;EEF1A1;RPL38;RPL21
smoothened signaling pathway (GO:0007224)	1.0	-0.2230042452481678	-0.6192157916636645	5.25%	GPC2
photoperiodism (GO:0009648)	1.0	-0.19838739921245077	-0.6197539792136855	80.24%	SIK1;USP2;PPP1CC;MTA1;PER1;RBM4;CRY1;FBXL12;CLOCK;FBXL3;PML;PER3;ID2;FBXL17;BHLHE40
positive regulation of transmembrane transport (GO:0034764)	1.0	-0.2826127643645892	-0.6198316439353629	71.78%	CA2;AZIN1;C2CD5;C3;ACSL1
regulation of protein import into nucleus (GO:0042306)	1.0	-0.1932935121900285	-0.619850294487519	1.57%	CDH1
regulation of centrosome duplication (GO:0010824)	1.0	-0.23038022101517136	-0.6244214272737965	77.02%	CHMP4C;SIRT1;NPM1;NAT10;ALMS1;CHMP2A;CEP295;CHMP5;PLK2
negative regulation of cellular senescence (GO:2000773)	1.0	-0.26787566099485544	-0.6254127027340293	34.48%	TERT;SIRT1;AKT3;FBXO5
negative regulation of cell aging (GO:0090344)	1.0	-0.26787566099485544	-0.6254127027340293	34.48%	TERT;SIRT1;AKT3;FBXO5
negative regulation of receptor-mediated endocytosis (GO:0048261)	1.0	-0.2402077690306018	-0.6256245101212645	28.78%	NEU3;ANKRD13B;UNC119;APOC1
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	1.0	-0.16960792705134303	-0.6286938377850628	29.67%	FZD5;VANGL2;FZD3;FZD7;ARHGEF19;CELSR3;PARD6A;TIAM1;CELSR2
respiratory electron transport chain (GO:0022904)	0.9998406327493096	-0.27512633352049415	-0.6300759026325593	72.53%	SLC25A13;UQCRFS1;SLC25A12;NDUFA5;ETFB
dendrite morphogenesis (GO:0048813)	1.0	-0.2455101911119963	-0.6304896101609386	13.16%	CTNNA2;CTNND2
telomere capping (GO:0016233)	1.0	-0.28579449747332963	-0.6310820216389628	71.47%	TERF1;DCLRE1A;TERF2IP;RAD50;DCLRE1C
mRNA metabolic process (GO:0016071)	1.0	-0.16241838272991854	-0.6318802556940544	70.42%	U2AF1;CSTF3;DCP2;PRPF8;METTL3;NUDT16L1;SNRPG;DIS3L2;SRSF2;AKAP8L;CPSF6;CELF1;SFPQ;CPSF3;SRSF1;PTBP1;NUDT21;YTHDF2;NUDT12;DHX15;NCBP2;SNRPD3;PRPF18;HIPK3;PRKACA;SON;LSM5;KIN;PCBP2
regulation of T cell migration (GO:2000404)	1.0	-0.2591028264941558	-0.6327483686998522	21.17%	AIF1;TMEM102
Golgi to endosome transport (GO:0006895)	0.9973646591612058	-0.27031074503931113	-0.6380782086966332	73.02%	CORO7;AP1AR;MON2;KLHL20;SYS1;VPS13C
organelle fusion (GO:0048284)	0.9979303450159008	-0.25224719101123594	-0.6384343984708428	74.83%	GDAP1;CHCHD3;OPA1;AFG3L2;VPS11;STX4;EEA1;FIS1
regulation of amyloid precursor protein catabolic process (GO:1902991)	0.9970876795633727	-0.269217174158116	-0.6404070776756057	9.44%	APOE
actin crosslink formation (GO:0051764)	0.9970257751940366	-0.2914543726147283	-0.6414352153023484	22.61%	AIF1;BAIAP2L1
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	0.9962444679851001	-0.2765249748085262	-0.6433469844163179	15.61%	ERBB3;MOAP1
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	0.9967398116151319	-0.17495583482174298	-0.6437417044617355	13.26%	CARD11;PLCG2;SYK
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	0.9967398116151319	-0.17495583482174298	-0.6437417044617355	13.26%	CARD11;PLCG2;SYK
cellular response to lectin (GO:1990858)	0.9967398116151319	-0.17495583482174298	-0.6437417044617355	13.26%	CARD11;PLCG2;SYK
regulation of cAMP-dependent protein kinase activity (GO:2000479)	0.9980343780613711	-0.2778971992931871	-0.645223289722501	38.46%	PRKAR2B;SIRT1;PRKAR1B;PKIB
peptidyl-threonine phosphorylation (GO:0018107)	0.9988259144271983	-0.1777474245676095	-0.6453216799044464	24.03%	SBK1;CDC42BPG;DYRK1B;CHEK1;NLK;CDK5R1;WNK3
coenzyme A metabolic process (GO:0015936)	0.9995753453679569	-0.2768625982777986	-0.6454662840970802	72.36%	PANK3;PANK1;DCAKD;ACLY;ACAT1;CROT
mitochondrial outer membrane permeabilization (GO:0097345)	0.9989829484161223	-0.2562844126527391	-0.6470220478082639	42.95%	MOAP1;PMAIP1;BMF;VDAC2;RHOT1
regulation of mitotic metaphase/anaphase transition (GO:0030071)	0.9981952435603741	-0.21920642315477917	-0.6488017561611712	2.04%	USP44
regulation of DNA recombination (GO:0000018)	0.9985534228344892	-0.21191577419120997	-0.6493582420074264	28.63%	BLM;CHEK1;USP51;MSH2;KDM1A;ALYREF;MSH6
cytoskeleton-dependent cytokinesis (GO:0061640)	0.9992153783127011	-0.18272300469483568	-0.649615208519055	81.82%	CECR2;TRIM36;UNC119;ECT2;RTKN;SPAST;RASA1;TTC19;CKAP2;RHOA;SNX9;ROCK2;JTB;STAMBP;APC;USP8;SON;BIN3;SPIRE1;MYH10;EFHC1;DCTN3;ARL3
rRNA catabolic process (GO:0016075)	0.9972339941773035	-0.29927007299270075	-0.6526947765085374	70.12%	EXOSC6;DEDD2;DIS3L;XRN1;PELO
regulation of glucocorticoid receptor signaling pathway (GO:2000322)	0.9973181920630466	-0.29686643911161603	-0.6535541435215574	11.67%	LMO3
amyloid fibril formation (GO:1990000)	0.9952755274845244	-0.18656981594268618	-0.6566604245801858	14.40%	CALB1;SORL1;SEMG1;TSPAN33
regulation of telomere maintenance via telomere lengthening (GO:1904356)	0.9960619585512367	-0.2798178259206665	-0.6567725684479726	50.32%	TERF1;PARP1;SMG5;DHX36;SMG6
negative regulation of double-strand break repair (GO:2000780)	0.9960627548185372	-0.21719280077838624	-0.6577313267974567	37.98%	RMI2;MAD2L2;AUNIP;KLHL15;POLQ;HELB;RNF169;NUDT16L1
ubiquitin-dependent ERAD pathway (GO:0030433)	0.9962753425884358	-0.1734590666489397	-0.6584401028290565	14.25%	FBXO2;RNF175;FBXO44;NCCRP1
lipoprotein localization (GO:0044872)	0.9965781463392903	-0.2834144515162861	-0.6590343029632719	71.71%	PRKCB;UNC119;VMP1;ZDHHC3;MIA3;LRP1
lipoprotein transport (GO:0042953)	0.9972838456256232	-0.3039300305999271	-0.659210141801995	28.44%	PRKCB;UNC119
regulation of DNA metabolic process (GO:0051052)	0.9972287711197813	-0.18466625440534307	-0.6601433946791618	34.29%	GRHL2;STOX1;KAT7;PIF1;UBE2V1;TOM1L1;TICRR;ALYREF;WDR18;KPNA2;HELB
cholesterol metabolic process (GO:0008203)	0.9961646106200771	-0.18756998548040846	-0.6621586078054084	40.95%	APOE;TM7SF2;HMGCR;CLN8;HMGCS1;FDFT1;SQLE;CYP51A1;DHCR24;DHCR7;INSIG1;MSMO1;LBR;GBA2;HSD17B7
axonal transport of mitochondrion (GO:0019896)	0.9968497957982894	-0.2740077224708679	-0.6623938228838393	4.71%	NEFL
regulation of glomerular filtration (GO:0003093)	0.9975031105882667	-0.30562900707667606	-0.6626275897834479	22.48%	PDGFB;F2RL1
tRNA processing (GO:0008033)	0.9981764518121213	-0.23664980326025856	-0.6628422685182587	76.40%	PTCD1;CTU1;TSEN34;NSUN2;CPSF1;CDKAL1;METTL1;ADAT1;POP5;ZBTB8OS;DTWD1
phosphatidylethanolamine biosynthetic process (GO:0006646)	0.9985245218810544	-0.30320044918585065	-0.6633530211620664	69.73%	CHKA;ETNK2;ETNK1;LPIN1;LPIN2
carbohydrate phosphorylation (GO:0046835)	0.9989448297918606	-0.2980639039805016	-0.6638039385533744	28.33%	ITPK1;POMK
chaperone-mediated protein complex assembly (GO:0051131)	0.9987521302439988	-0.29035364066985214	-0.6648842944617424	47.63%	HSPA4;HSPD1;PTGES3;LONP1;BBS10
histone H2A-K119 monoubiquitination (GO:0036353)	0.9994988325250871	-0.2834019622221028	-0.6650491597610172	49.18%	BMI1;PCGF6;TRIM37;RNF2;PCGF1
glycerophospholipid catabolic process (GO:0046475)	0.9998513287039962	-0.2893136820889751	-0.6655934192879662	16.79%	PLA2G7;INPP5F
insulin receptor signaling pathway (GO:0008286)	1.0	-0.17895640905854052	-0.6657662807005763	19.04%	GRB7;GRB14;SH2B2;IRS4;GPLD1;FOXO4
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	1.0	-0.25210713616782165	-0.6664119164235885	74.85%	APOE;NUDT15;CTSC;PKD1;PSME2;PRKACA;PSME1;TMF1;UBB
regulation of ion transmembrane transport (GO:0034765)	0.9993339455235393	-0.28797094745596846	-0.6687667924942757	24.03%	KCNH2;CHRM3;WNK3
spliceosomal complex assembly (GO:0000245)	1.0	-0.2410307262938916	-0.6688214910255103	14.60%	SMN1;LUC7L2
ribonucleoprotein complex biogenesis (GO:0022613)	1.0	-0.2375424616794558	-0.6689963359510191	39.36%	RPL7;RPL38;NPM1;RPS15;URB2;XPO1
protein methylation (GO:0006479)	1.0	-0.22915495596777216	-0.6693877089971612	77.15%	CTCFL;PRMT3;CAMKMT;PRMT1;PRMT6;EHMT1;METTL22;SNRPD3;N6AMT1;NTMT1;PRMT2
regulation of spindle assembly (GO:0090169)	1.0	-0.2754165886538102	-0.6695843097691739	72.51%	CHMP4C;CCSAP;SPAG5;DYNC1H1;CHMP2A;TPR;CHMP5
chromosome organization (GO:0051276)	1.0	-0.16113118137947718	-0.6700735087043828	45.08%	SOX2;SOX15;CENPV;MSH2;CENPH;TCF7L1;AXIN2;PARP1;MSH6;SIRT1;TOP2A;SATB1;MTF2;TOP2B;LDB1;SAFB;NUP155;BAHD1;NUP133;RFWD3;MYC;HMGN1;HDAC5;HMGN4
regulation of Rac protein signal transduction (GO:0035020)	1.0	-0.2843460217021976	-0.6708052902427745	30.22%	ARHGAP44;AUTS2;STMN3;KBTBD7
renal absorption (GO:0070293)	1.0	-0.26963104345526473	-0.671240913706803	2.64%	CLDN4
response to cholesterol (GO:0070723)	1.0	-0.30664674619899046	-0.6713028884212298	29.71%	GRAMD1A;GPLD1;SMO
hydrogen peroxide metabolic process (GO:0042743)	1.0	-0.2794833395731936	-0.671339208416395	72.10%	GPX3;PRDX1;CYBA;ACOX1;PXDN;CAT
neutrophil activation (GO:0042119)	1.0	-0.3013740658177128	-0.6729113061640486	26.36%	SYK;F2RL1;CXCL6
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	1.0	-0.20340953372356746	-0.6731333103159832	7.61%	CSNK1E;RNF144A
histone H2A monoubiquitination (GO:0035518)	1.0	-0.24756136538120324	-0.6738298963312851	42.88%	BMI1;KDM2B;BCOR;PCGF6;TRIM37;RNF168;RNF2
positive regulation of cell projection organization (GO:0031346)	1.0	-0.16154767272339393	-0.6757999915860188	27.09%	ATP1B2;PLA2G3;GPC2;TOX;APOE;RET;GRIP1;MDK;TIAM2;TENM3;ITGA6;PLXNB1;PTPRD;TIAM1
mitochondrion transport along microtubule (GO:0047497)	1.0	-0.25663873500056716	-0.675972729429465	45.53%	NEFL;MAP1S;LRPPRC;SPAST;OPA1;RHOT1;HIF1A
protein complex oligomerization (GO:0051259)	1.0	-0.17291447941922644	-0.6766737749538984	45.10%	CARD11;ADCY8;BEND3;BLM;HOMER1;POLQ;TRMT61B;ECT2;PRMT1;ATL2;LRRC8D;SPAST;MPP2;RBMX;OPA1;CPSF6;MCU;NUDT21;LRRC8A;PYCARD
aspartate family amino acid metabolic process (GO:0009066)	1.0	-0.28098614054979065	-0.6768829586090941	38.15%	NAT8L;SLC25A13;SMS;GOT2
relaxation of muscle (GO:0090075)	1.0	-0.2889084816697033	-0.6794210283204797	6.21%	ATP1A2
regulation of pseudopodium assembly (GO:0031272)	1.0	-0.307626304640865	-0.6813569345296253	22.48%	CDC42EP5;F2RL1
positive regulation of pseudopodium assembly (GO:0031274)	1.0	-0.307626304640865	-0.6813569345296253	22.48%	CDC42EP5;F2RL1
regulation of establishment of planar polarity (GO:0090175)	1.0	-0.1816074008988383	-0.6821895157374573	29.67%	FZD5;VANGL2;FZD3;FZD7;SAPCD2;ARHGEF19;CELSR3;PARD6A;TIAM1;CELSR2
negative regulation of transferase activity (GO:0051348)	1.0	-0.24647737223590854	-0.682662572365049	34.48%	CDKN1C;TERF1;PIF1;CERS1;FBXO5
negative regulation of protein secretion (GO:0050709)	1.0	-0.22934501062903007	-0.6841405091918189	21.11%	CHGA;APOE;MIDN;HMGCR
translation (GO:0006412)	1.0	-0.1492125841790634	-0.68469606587146	80.22%	EEF1A2;RPL17;RPS9;RPS3A;RPS10;MRPL23;EEF1D;IGF2BP3;RPL36A;MARS2;RPL7;RPS27;RPSA;NOA1;EEF1A1;RPL38;RPL21;EEF2;RPS2;MRPL3;RPS15;GTPBP1;RPL9;LARS2;APEH;EEF1B2;MRPS34;PPA1;MRPL10;MRPS2;AGO2;YARS2;MRPL16;MRPS15;MRPL9;RPS5;COPS5;TMA7;MRPL36;RPL15;RPS13;MRPL13;RARS2;RPL37;MRPL24;MRPL27;RPS6;MRPS21;MRPS33;RPL13;RPLP1;RPL10;RPL34;N6AMT1;RPL28;MRPS11;RPS3;RRBP1;RPL32;MRPS14;MRPL57;RPL27A;RWDD1;RPS19;UBA52
regulation of centrosome cycle (GO:0046605)	1.0	-0.2754165886538102	-0.6849853070574433	72.51%	CHMP4C;SIRT1;NPM1;NAT10;CHMP2A;ATF5;CHMP5
positive regulation of T cell migration (GO:2000406)	1.0	-0.26820037151920223	-0.6854715638851865	21.17%	AIF1;TMEM102
mitochondrial membrane organization (GO:0007006)	1.0	-0.2621722846441948	-0.686495554525529	73.84%	PMAIP1;CHCHD3;OPA1;CHCHD6;MTX3;MTX2;APOOL;BAD
cell-cell junction assembly (GO:0007043)	1.0	-0.19792443242812433	-0.686569162685044	24.70%	PARD6B;CTNND2;TJP1;FSCN1;RAMP2;EPB41L3;ARVCF;PKP3
cellular response to glucose starvation (GO:0042149)	1.0	-0.2244765314987278	-0.6886322764197319	30.24%	BRSK2;SIK1;BRSK1;PMAIP1;HNRNPA1;NUAK2
proton transmembrane transport (GO:1902600)	1.0	-0.22802617088014013	-0.6895137200302429	18.36%	ATP1A2;SLC4A11;ATP1A3
positive regulation of lipid storage (GO:0010884)	1.0	-0.2616104868913858	-0.6900971862022518	73.90%	LPL;SREBF2;HILPDA;EHD1;PLIN3;NFKB1;C3;PLIN2
macrophage activation involved in immune response (GO:0002281)	0.9996535713259137	-0.2735338213803308	-0.6942146409003799	13.26%	PLCG2;SYK
regulation of release of cytochrome c from mitochondria (GO:0090199)	0.9996139530710839	-0.2246194663136376	-0.6950638479038231	20.33%	BIK;MMP9;MOAP1;BBC3;PMAIP1
gene expression (GO:0010467)	0.9973398954930429	-0.13684873413559606	-0.6977846028467739	68.08%	U2AF1;NUP210;DDX25;EEF1A2;RPL17;SORL1;RPS9;TESC;TSPAN33;RPS3A;RPS10;MRPL23;PABPN1;IGF2BP3;RPL36A;M1AP;RPL7;TSPAN15;RPS27;ALYREF;THOC3;NUP205;RPSA;EEF1A1;NUP160;RPL38;RPL21;NDC1;RPS2;EIF4E;MRPL3;RBM4;NUP153;RPS15;NUP54;DEDD2;DDX20;HSPD1;NUP155;RPL9;MMS19;NUP133;SRSF2;HNRNPL;HNRNPH1;NUP107;NUP50;MRPL10;CPSF3;NUP43;AGO2;CASC3;SRSF1;YARS2;CPSF1;NUFIP1;PTMA;SMG5;SNRNP40;RNPS1;DDX17;GOLPH3;MED20;MRPS15;POLR2D;MRPL9;NCBP2;SMG6;NUP214;MPHOSPH10;RPS5;EPC1;THOC2;RBM3;COPS5;MRPL36;DUSP11;RPL15;RPS13;RBM8A;MRPL13;RPL37;RAE1;MRPL24;FYTTD1;MRPL27;POLR2F;MEF2A;RPS6;BICD1;U2AF1L4;SEC13;ADARB1;MRPS21;MAGOHB;MRPS33;RPL13;SLU7;RPLP1;RPL10;RPL34;RPL28;MRPS11;RPS3
regulation of ubiquitin-protein transferase activity (GO:0051438)	0.9976722341195657	-0.2860887474255758	-0.6982903635204043	71.45%	BMI1;RPS2;FBXO5;AXIN1;FEM1A;DTX3L;ARRDC4
carboxylic acid transport (GO:0046942)	0.9961492994796347	-0.199070302458635	-0.7003602578102479	15.15%	SLC7A8;LLGL2;SLC6A15;SLC16A9
carbohydrate homeostasis (GO:0033500)	0.9968702673034756	-0.22179625499798877	-0.7005356551809508	14.30%	FGFR4;VGF;ADCY8
positive regulation of mitotic cell cycle phase transition (GO:1901992)	0.9961924564537494	-0.20360785994516734	-0.7018521065489625	21.84%	AIF1;HYAL1;DLGAP5;RCC2;STOX1;CDC25A;CDC7
protein import (GO:0017038)	0.9966110750187326	-0.18340992713230592	-0.7023059019131662	55.27%	APOE;NUP62CL;SYK;GDAP1;HSPA4;IPO11;CSE1L;NUP153;TNPO3;E2F3;NUP155;NUP133;FAM53B;NUP107;NUP50;IPO7;NXT2;HEATR3;STAT3;APPL2;NUP214;IPO9;RPAIN;PEX11B
neuron maturation (GO:0042551)	0.9958204379939958	-0.28947087953532713	-0.7037108084042302	17.37%	RND1;B4GALT6
glucose homeostasis (GO:0042593)	0.9946336317250449	-0.19768010466507677	-0.705443757601156	4.56%	FGFR4;FOXA3
amino acid transmembrane transport (GO:0003333)	0.9923321906792669	-0.22127675620868814	-0.7080472461242987	35.19%	SLC7A8;SLC1A6;SLC38A4;SLC38A5;SLC25A13;SFXN2;SLC6A6;LRRC8D
negative regulation of Notch signaling pathway (GO:0045746)	0.9915577089762558	-0.26368498611396585	-0.7094421170402886	1.93%	NRARP
response to cAMP (GO:0051591)	0.991401680055055	-0.25461421546674146	-0.7103073660817676	8.86%	VGF;HCN4
nucleobase-containing small molecule interconversion (GO:0015949)	0.9919531465725527	-0.24560372010513964	-0.7106367173365777	1.14%	NME2
regulation of viral life cycle (GO:1903900)	0.9889305771578418	-0.27914960666262667	-0.7137585257213634	1.63%	TRIML2
positive regulation of amyloid precursor protein catabolic process (GO:1902993)	0.9894786923624497	-0.290956749672346	-0.7140323905751251	70.96%	EFNA3;CASP3;SP1;LYN;ROCK2;RELA;IFNGR1
regulation of microtubule polymerization (GO:0031113)	0.987557862813279	-0.2329948156435212	-0.7161983073583147	25.82%	TUBB4A;CAMSAP3;OCLN;CDK5R1;PAK1
cellular response to light stimulus (GO:0071482)	0.9875814024219938	-0.2048435508752538	-0.7169016446880839	52.75%	USP28;CDC25A;PDE6G;KDM1A;OPN3;PARP1;BMF;PTPRK;NPM1;METTL3;YY1;TMEM161A;MYC;DHX36;CREBBP;EIF2S1;USP47
positive regulation of lymphocyte migration (GO:2000403)	0.988433313455471	-0.3058513160348121	-0.7169723743832664	21.17%	AIF1;TMEM102
regulation of Golgi organization (GO:1903358)	0.9861185114471603	-0.31067856129906524	-0.7194238559351878	8.12%	CAMSAP3
regulation of RNA splicing (GO:0043484)	0.9867448128752294	-0.1893376389598363	-0.7196901222958004	17.13%	ESRP1;ESRP2;KHDRBS2;RBM38;CLK2
membrane lipid metabolic process (GO:0006643)	0.987667079069522	-0.2584025611157614	-0.7197054520166977	8.90%	SMPDL3B;GAL3ST1
lysosome localization (GO:0032418)	0.9884631889547358	-0.28220443866356704	-0.7198195215471981	17.24%	CHGA;KIT
regulation of cholesterol esterification (GO:0010872)	0.9886137124780003	-0.32948283199514006	-0.7203956094118495	28.78%	APOE;STARD4;APOC1
regulation of striated muscle tissue development (GO:0016202)	0.9895548981714103	-0.31200013034462315	-0.7204000576611109	13.82%	MEGF10;SOX15
bicarbonate transport (GO:0015701)	0.9898743665698372	-0.261474619563949	-0.7208876116484741	18.03%	CA14;CA2;SLC4A11
negative regulation of protein polymerization (GO:0032272)	0.9895723954695312	-0.3049607481339482	-0.7218576904457377	5.44%	TUBB4A
oligodendrocyte development (GO:0014003)	0.9900942876144738	-0.29048684352155074	-0.7221818170370781	2.19%	PLP1
regulation of cellular component size (GO:0032535)	0.9897684275922165	-0.23837988185755798	-0.7231994770821665	14.15%	VAV3;VAV1;RAP1GAP2
peptidyl-tyrosine dephosphorylation (GO:0035335)	0.9898546101899832	-0.23616625260481505	-0.7238280955432198	14.14%	PTPRZ1;PTPN6;DUSP6
positive regulation of macrophage derived foam cell differentiation (GO:0010744)	0.9902701671727039	-0.3056016070767006	-0.7242143736395341	23.82%	PLA2G3;PRKCH;LPL
peptidyl-threonine dephosphorylation (GO:0035970)	0.9902626525583531	-0.27878508970895843	-0.7249422274744916	24.07%	PPM1E;DUSP6;PPM1B;DUSP16
ion homeostasis (GO:0050801)	0.9909384229012888	-0.2618773960909003	-0.7251477030278716	24.03%	WNK2;HCN4;SLC4A11;WNK3
tricarboxylic acid metabolic process (GO:0072350)	0.9884382805081361	-0.33576642335766427	-0.7276829120153502	66.47%	IDH1;GLUD1;ACLY;IDH3A;ASS1
mitochondrial gene expression (GO:0140053)	0.9884741930925899	-0.22688918057378585	-0.7283413017245159	77.39%	MRPL23;SLC25A33;POLRMT;NOA1;LARS2;MRPS34;MRPS2;FASTKD5;MRPL16;MRPS15;RARS2;MRPS21;MRPS11;MRPS14;MRPL57
regulation of attachment of spindle microtubules to kinetochore (GO:0051988)	0.989206605987569	-0.30560168336708027	-0.7285008393128255	34.39%	RCC2;ECT2;CCNB1;SPAG5
regulation of translational initiation (GO:0006446)	0.9898289039569098	-0.2030428249436514	-0.7287582165846236	79.81%	PAIP2B;NCK2;KLHL25;LARP1;NPM1;RBM4;EIF4H;EIF4B;KHDRBS1;AGO2;EIF3E;IMPACT;YTHDF2;POLR2D;NCBP2;UHMK1;NCK1;EIF5B;EIF5;HSPB1;TPR;EIF1;DNAJC3;CTIF
regulation of microtubule polymerization or depolymerization (GO:0031110)	0.9897127601393285	-0.261282329010604	-0.7295442694523444	25.07%	CAMSAP3;SKA1;SKA3;STMN3;MAP1S
regulation of gene expression, epigenetic (GO:0040029)	0.9855404155449977	-0.20228021944262334	-0.7332781235253332	16.75%	DNMT3B;JARID2;CTCFL;DNMT3A;BMI1
myeloid cell activation involved in immune response (GO:0002275)	0.9864245384817911	-0.2881220346050862	-0.7333376903778053	13.26%	PLCG2;SYK
glutamine family amino acid biosynthetic process (GO:0009084)	0.9863789183703895	-0.33576642335766427	-0.7340649808171308	66.47%	GLS2;GLUD1;PYCR1;GLS;ASS1
long-chain fatty acid metabolic process (GO:0001676)	0.9872256555598513	-0.2156073503714963	-0.7341572045682062	20.23%	EPHX2;FAAH;SLC27A2;SLC27A3;FAAH2;ELOVL6
epiboly involved in wound healing (GO:0090505)	0.9870320761104798	-0.34074623207964516	-0.7350104572111356	16.72%	PDPN;DDR1
calcium ion import (GO:0070509)	0.9873652277044448	-0.2982763725017044	-0.7354759672260623	42.00%	CACNA1H;SLC25A23;AFG3L2;MICU2;MCU
regulation of transferase activity (GO:0051338)	0.984990648596385	-0.2723115539723933	-0.7378885538868784	2.58%	SPTSSB
positive regulation of type 2 immune response (GO:0002830)	0.9845327016803681	-0.31745862951287573	-0.7388714490934023	11.52%	PRKCZ;CD74
histone deubiquitination (GO:0016578)	0.9842674406513984	-0.290207826249766	-0.7397851951853072	71.04%	USP51;USP22;USP7;BRCC3;USP16;ENY2;USP15
regulation of protein transport (GO:0051223)	0.9842806932592836	-0.29004344860380693	-0.7404640864820468	4.66%	LLGL2
